,tmd,delta_md,delta_ns,delta_ew,delta_tvd,inclination,azimuth,delta_tmd,inclination_prev,azimuth_prev,calc_azi,calc_inc
200,3521.21,19.09,11.93967,-14.8952,-0.004998,1.567305668290908,5.386086071654502,19.090000000000146,1.5748105840744837,5.390100328934087,3.464845566245187,1.5707965211245778
201,3540.43,19.22,11.98524,-15.0244,0.150951,1.5585790220309363,5.385387939953703,19.2199999999998,1.567305668290908,5.386086071654502,5.130767302318852,1.558097724804314
202,3559.74,19.31,12.170739999999999,-14.9894,0.180304,1.5643386085625175,5.403364831249244,19.309999999999945,1.5585790220309363,5.385387939953703,5.187211742308261,1.5647017950246964
203,3578.96,19.22,12.25814,-14.8018,0.21468299999999998,1.5549138306017483,5.404761094650841,19.220000000000255,1.5643386085625175,5.403364831249244,5.191612943166433,1.5550011138101494
204,3598.06,19.1,12.27619,-14.6302,0.101668,1.5760323145508794,5.4162802677140025,19.09999999999991,1.5549138306017483,5.404761094650841,5.227791681634502,1.5656620617237258
205,3617.11,19.05,12.30343,-14.5437,-0.009974,1.5666075365901102,5.412789609210014,19.050000000000182,1.5760323145508794,5.4162802677140025,5.216836555226701,1.5667205764896233
206,3636.2,19.09,12.4278,-14.4895,0.011661,1.573763386523287,5.429893835879559,19.08999999999969,1.5666075365901102,5.412789609210014,5.270567153427098,1.5670180206834377
207,3655.43,19.23,12.63114,-14.4998,0.005034,1.567305668290908,5.428148506627564,19.230000000000018,1.573763386523287,5.429893835879559,5.265076392246865,1.5701370513992936
208,3674.37,18.94,12.38953,-14.3205,-0.233014,1.5988961277520053,5.423087051796781,18.940000000000055,1.567305668290908,5.428148506627564,5.249193241459747,1.5424538274221287
209,3693.63,19.26,12.5156,-14.628,-0.569691,1.6018631874803957,5.41715293234,19.26000000000022,1.5988961277520053,5.423087051796781,5.2305318596833805,1.5399211149607814
210,3712.94,19.31,12.53266,-14.679,-0.5762229999999999,1.5994197265276036,5.420992656694388,19.309999999999945,1.6018631874803957,5.41715293234,5.131389878300168,1.541824877168275
211,3732.1,19.16,12.58114,-14.4423,-0.454743,1.5896458827164353,5.4370496858127355,19.159999999999854,1.5994197265276036,5.420992656694388,4.292156117215324,1.5522930240616555
212,3751.32,19.22,12.65103,-14.4664,-0.14758800000000002,1.567305668290908,5.424832381048775,19.220000000000255,1.5896458827164353,5.4370496858127355,5.2546833537207185,1.5650424160929284
213,3770.64,19.32,12.630980000000001,-14.6176,0.180395,1.555611962302546,5.425181446899174,19.31999999999971,1.567305668290908,5.424832381048775,5.2557551338112685,1.5560967250702022
214,3789.7,19.06,12.40062,-14.4655,0.46898199999999995,1.536762406381007,5.416978399414801,19.059999999999945,1.555611962302546,5.425181446899174,5.229991705086854,1.536613216861402
